time_period,index,Norm_Ret_F6M,Rank_F6M
2003_2,2003_2_mey7f8mt,0.155408715,146
2003_2,2003_2_c1zygiwt,-1.880848352,366
2003_2,2003_2_y93j34z8,0.381849494,115
2003_2,2003_2_w0pmgu9w,1.120539914,36
2003_2,2003_2_1b83dp7l,-0.42338748,271
2003_2,2003_2_3jy22ct8,1.011837672,44
2003_2,2003_2_1newj9bh,0.637710528,80
2003_2,2003_2_6hc9mwvd,1.07306376,40
2003_2,2003_2_xaq8o4cd,-0.759000436,320
2003_2,2003_2_b4j5cefn,1.767734363,19
2003_2,2003_2_25k18q2g,-1.431491156,351
2003_2,2003_2_purijljl,-0.602745729,300
2003_2,2003_2_xxxbrofk,0.927179022,55
2003_2,2003_2_2dn5iou4,-0.487092569,283
2003_2,2003_2_2cg4zfax,-0.514361762,287
2003_2,2003_2_shdj99qa,-0.378552015,260
2003_2,2003_2_3f4l2qy8,-0.068809675,186
2003_2,2003_2_f2vjlk79,0.173442399,144
2003_2,2003_2_2cy6kiny,-0.259753588,233
2003_2,2003_2_xzbnlq6y,-0.19334909,222
2003_2,2003_2_wib2sbv1,0.280041912,129
2003_2,2003_2_ubsf3chy,0.52511966,98
2003_2,2003_2_276olcyy,0.579858401,91
2003_2,2003_2_65p4zp8s,-0.226784655,227
2003_2,2003_2_8ux7jyel,-0.545732064,292
2003_2,2003_2_6hndx1so,0.878520436,59
2003_2,2003_2_ee4fy58r,0.754459242,74
2003_2,2003_2_ohru7wbp,-0.43737007,274
2003_2,2003_2_4weg04mj,-0.188109199,220
2003_2,2003_2_6llrkbzf,-1.056498051,338
2003_2,2003_2_hf5mtx7m,0.387218231,114
2003_2,2003_2_vdjrnyyq,-0.094143172,199
2003_2,2003_2_wb71d1lv,-0.074632197,188
2003_2,2003_2_we4x3bs3,0.122831304,151
2003_2,2003_2_6zv4g4zy,0.52595494,97
2003_2,2003_2_tmv13sjp,0.085239454,155
2003_2,2003_2_dgazo0xp,1.608028063,22
2003_2,2003_2_x9qnin90,-0.064305577,184
2003_2,2003_2_w1ztnuo2,-0.299044577,237
2003_2,2003_2_aimnr0j1,0.374631997,117
2003_2,2003_2_c9wnrap8,5.359509891,1
2003_2,2003_2_0f6q0men,-0.338204618,252
2003_2,2003_2_ur1kjfpa,1.247793388,30
2003_2,2003_2_mqai6hcw,-0.247121543,230
2003_2,2003_2_lipcfoq4,-0.084993881,193
2003_2,2003_2_hus91ajk,-0.777084194,322
2003_2,2003_2_4gt1g7ju,-1.278393184,345
2003_2,2003_2_5p03mn04,-1.444279065,353
2003_2,2003_2_eq5j47s1,-1.635547615,357
2003_2,2003_2_hxbvrm37,-0.161305617,213
2003_2,2003_2_3592xkn8,0.858421908,62
2003_2,2003_2_39a4zgpm,0.406779279,112
2003_2,2003_2_rs39cai9,-0.08927613,197
2003_2,2003_2_tdeqbcop,-0.059158688,182
2003_2,2003_2_tbm53r18,1.107340369,38
2003_2,2003_2_640ucpri,-0.130798094,205
2003_2,2003_2_ppg85hld,1.006142496,45
2003_2,2003_2_nsiii5yn,-0.496164528,284
2003_2,2003_2_f5xzujo2,0.308891004,125
2003_2,2003_2_hp2d0zkh,0.935693388,51
2003_2,2003_2_mf5yalpf,1.47268675,23
2003_2,2003_2_gooda21v,0.84065162,65
2003_2,2003_2_8aws011s,0.931071911,54
2003_2,2003_2_17kxp85r,-1.077144086,340
2003_2,2003_2_f5rg7h49,0.257406744,132
2003_2,2003_2_r0slpv4c,0.602929401,88
2003_2,2003_2_u3pazm97,-0.475157711,279
2003_2,2003_2_i7l3o9u0,-0.36020276,256
2003_2,2003_2_z9gcqrwy,-1.810114653,364
2003_2,2003_2_iopb70qp,0.309638985,124
2003_2,2003_2_dkj8kru7,-1.685803272,361
2003_2,2003_2_wuoo7if8,-0.161658474,214
2003_2,2003_2_pq0hlps2,1.624492716,21
2003_2,2003_2_7bv20jy7,0.005593863,173
2003_2,2003_2_jlbe1t7h,0.089137386,154
2003_2,2003_2_gphrnbbq,-0.642773592,308
2003_2,2003_2_dgkoc2i9,-0.21689819,225
2003_2,2003_2_pzmchzs6,0.63174493,81
2003_2,2003_2_qjlbjsn8,0.61952302,86
2003_2,2003_2_a35da8k4,0.863049809,60
2003_2,2003_2_ef6b7up0,-0.076702805,190
2003_2,2003_2_xuzveik5,-1.654258313,358
2003_2,2003_2_bis40yem,-0.153331614,209
2003_2,2003_2_ft3zc5pv,-0.230371219,228
2003_2,2003_2_mmtm8yul,0.46093611,107
2003_2,2003_2_xyh8ui3g,1.213718694,32
2003_2,2003_2_r10y1gxt,0.639740368,79
2003_2,2003_2_mhcmy763,2.450140067,11
2003_2,2003_2_hb7416ob,0.346950208,120
2003_2,2003_2_hdnvqu6w,-0.327989253,247
2003_2,2003_2_cko3ddhm,-0.633483386,306
2003_2,2003_2_9prspkpf,1.852740826,17
2003_2,2003_2_1695vv8r,-0.457170198,277
2003_2,2003_2_jwwyigkj,-1.302120063,346
2003_2,2003_2_85g1zpwd,0.471524025,105
2003_2,2003_2_98xr9ckf,0.042609567,163
2003_2,2003_2_yhw7ouef,0.00581289,172
2003_2,2003_2_hqnks4mf,3.13074,6
2003_2,2003_2_bwwzgbtf,-1.363416098,348
2003_2,2003_2_xcj3k4rl,-0.601673951,299
2003_2,2003_2_ylwnxv4b,0.066011209,160
2003_2,2003_2_36x5xkoc,-0.314227491,244
2003_2,2003_2_pt0mcwji,-0.598967397,298
2003_2,2003_2_h46o9k6k,-0.470361938,278
2003_2,2003_2_pt5jx72n,-0.276644226,234
2003_2,2003_2_0uycdemh,-0.022687008,180
2003_2,2003_2_m2t5o950,-0.33743088,251
2003_2,2003_2_8iq651k9,-0.061472699,183
2003_2,2003_2_yn2r0876,0.35747436,119
2003_2,2003_2_neglrehg,0.36174232,118
2003_2,2003_2_yfh1qewb,0.709349934,76
2003_2,2003_2_y5ub5kis,1.955494522,15
2003_2,2003_2_wskzc9tj,-0.313241931,243
2003_2,2003_2_kfpuuou3,-0.682691581,313
2003_2,2003_2_1rwloy29,-0.733967621,319
2003_2,2003_2_o15pqq1o,-0.331680707,250
2003_2,2003_2_d6ngly74,-0.388511489,262
2003_2,2003_2_4jujoszc,0.809784095,67
2003_2,2003_2_1vk2sa8l,-0.860472453,329
2003_2,2003_2_qfkptwkf,1.444689329,25
2003_2,2003_2_3jun1wzg,-1.100214425,341
2003_2,2003_2_4qjfopcl,-1.671054869,359
2003_2,2003_2_9rhlxiky,-0.155707106,210
2003_2,2003_2_b5kykywl,-0.55750055,294
2003_2,2003_2_vr9x0ubx,2.252242054,13
2003_2,2003_2_ey5a3kw5,-0.699292405,316
2003_2,2003_2_e4jc9r44,-0.404239809,269
2003_2,2003_2_3qbn4bbw,-0.632404764,304
2003_2,2003_2_msai7oio,-0.482689038,282
2003_2,2003_2_focmrff9,-0.79092725,323
2003_2,2003_2_fi1dxxew,-0.475926767,280
2003_2,2003_2_v2ytnw3q,0.125801615,150
2003_2,2003_2_xycnfdpa,0.176841457,143
2003_2,2003_2_sls00nji,-0.912671672,332
2003_2,2003_2_q1ro8ftb,-0.219948654,226
2003_2,2003_2_qffb2kjb,0.44490861,109
2003_2,2003_2_gfny2w0v,1.155397713,35
2003_2,2003_2_z1jt2noz,-0.800085427,324
2003_2,2003_2_k1dofg9e,-0.515162999,288
2003_2,2003_2_axyhxgsr,-0.391984216,263
2003_2,2003_2_h5jy9rp1,0.010129482,168
2003_2,2003_2_6wpsn0ax,-0.393893136,266
2003_2,2003_2_zut8ka6x,-0.86398949,330
2003_2,2003_2_c7n7avsk,0.7657091,73
2003_2,2003_2_0zfkxi7t,4.397260623,4
2003_2,2003_2_qy6qtbx1,3.353836659,5
2003_2,2003_2_qp1382rv,0.559873649,92
2003_2,2003_2_418x40bo,1.315436816,27
2003_2,2003_2_t3l2hblb,0.158174348,145
2003_2,2003_2_5pplo93z,0.52192612,99
2003_2,2003_2_41af8ify,0.063314322,161
2003_2,2003_2_sprdgsqd,-0.66813963,311
2003_2,2003_2_zkbpjlqb,0.714944903,75
2003_2,2003_2_pj6exzn4,-0.453802301,276
2003_2,2003_2_wwulhxt2,-0.694144075,314
2003_2,2003_2_zpk8wz64,1.083594457,39
2003_2,2003_2_nw3d9udz,-0.181741271,219
2003_2,2003_2_q1pbqs95,0.624766514,85
2003_2,2003_2_z3il3zrc,0.203751609,137
2003_2,2003_2_jnh08bf0,-1.033824877,337
2003_2,2003_2_zrnkt4fd,0.062892059,162
2003_2,2003_2_idvyhc9h,-1.62091581,356
2003_2,2003_2_iqnwhvvh,-0.695338336,315
2003_2,2003_2_ynda2vxh,0.769906153,71
2003_2,2003_2_7vdgo625,0.070629143,157
2003_2,2003_2_xsy70xgw,0.948748416,50
2003_2,2003_2_e4f193s7,1.822206765,18
2003_2,2003_2_mqc0n6ig,-0.771529752,321
2003_2,2003_2_3tjpcmn2,0.496048659,100
2003_2,2003_2_g7hyehcq,0.629299972,82
2003_2,2003_2_azqpu8k5,4.603893108,3
2003_2,2003_2_96lj8dqk,1.002977535,46
2003_2,2003_2_ssbrv763,-1.182263427,344
2003_2,2003_2_4ptv1chs,-0.43744488,275
2003_2,2003_2_0auq55k7,0.399120907,113
2003_2,2003_2_i4f2v304,0.374931238,116
2003_2,2003_2_qvxm5diu,-0.012532824,176
2003_2,2003_2_oc85mdz7,2.763205454,10
2003_2,2003_2_bjwvwfqx,-0.427349415,272
2003_2,2003_2_4wppzwy7,0.957345817,49
2003_2,2003_2_35wognm1,1.727618841,20
2003_2,2003_2_zxibno4o,-0.581946111,296
2003_2,2003_2_g20oz5u7,-0.306663202,241
2003_2,2003_2_m3gov1cz,0.069257824,158
2003_2,2003_2_3hw2110h,0.196732426,139
2003_2,2003_2_c2asaig4,0.333678374,121
2003_2,2003_2_ngbvyeu8,-0.339292547,253
2003_2,2003_2_hv3q0dnr,-0.320079313,245
2003_2,2003_2_v60uaqyz,-2.379446766,371
2003_2,2003_2_nz3q3rou,0.260530217,131
2003_2,2003_2_nio99m6j,-0.073997332,187
2003_2,2003_2_2fde3rbq,1.27771756,29
2003_2,2003_2_e2q2e75h,0.203660769,138
2003_2,2003_2_0n3kd603,-0.067060403,185
2003_2,2003_2_3f1ink7k,-0.646025191,309
2003_2,2003_2_azv1m8lw,-0.817269182,326
2003_2,2003_2_y5xfyi9h,-0.59148116,297
2003_2,2003_2_jaei9v5h,0.21327309,135
2003_2,2003_2_zqw7diti,-0.347401461,254
2003_2,2003_2_4ycqneps,0.237205067,133
2003_2,2003_2_lhvlnfxs,0.628622898,83
2003_2,2003_2_05fqr8tx,-0.839225055,327
2003_2,2003_2_gwxnlpbd,-0.375512299,259
2003_2,2003_2_f2631w21,1.202731391,34
2003_2,2003_2_7t6qpxxs,0.921948437,56
2003_2,2003_2_i3c05uew,2.929671984,8
2003_2,2003_2_3yxwb9pm,-0.005395541,175
2003_2,2003_2_8zu4muj6,0.205754311,136
2003_2,2003_2_n1vcn2l6,-1.104972614,342
2003_2,2003_2_t2m17qfq,0.149922598,148
2003_2,2003_2_0djjn0wl,1.206308588,33
2003_2,2003_2_3b1c11n6,-2.23799708,369
2003_2,2003_2_46cr2hbf,0.020609265,166
2003_2,2003_2_9o1gtqqi,0.095453738,153
2003_2,2003_2_g119scxz,-1.674374373,360
2003_2,2003_2_stgv4f3j,-1.025152366,336
2003_2,2003_2_txobeco7,0.003689267,174
2003_2,2003_2_8ra5fi18,-0.505572893,286
2003_2,2003_2_xi1cryya,-0.114492188,202
2003_2,2003_2_e9wej9j9,0.084586696,156
2003_2,2003_2_0uabbsa3,1.446385585,24
2003_2,2003_2_01jr1em2,0.296105136,127
2003_2,2003_2_8dzxztxo,-0.364921201,257
2003_2,2003_2_h14qx4pz,1.069664042,41
2003_2,2003_2_g33k8rfv,1.438803825,26
2003_2,2003_2_sw9eoi71,-0.303392691,239
2003_2,2003_2_6frazadl,-0.178592762,217
2003_2,2003_2_5hfoenx7,0.858242928,63
2003_2,2003_2_2sly3kq9,0.557218249,93
2003_2,2003_2_w213hhrd,-0.434227324,273
2003_2,2003_2_qnr834p7,-1.987881236,367
2003_2,2003_2_31cksucn,0.794662002,69
2003_2,2003_2_saqpmdpx,-0.392143863,264
2003_2,2003_2_sjmd2r20,-0.496359959,285
2003_2,2003_2_sorjb7ij,0.878770203,58
2003_2,2003_2_t2wlj788,0.154111125,147
2003_2,2003_2_n6lowut0,-2.468111361,372
2003_2,2003_2_xiob1sx8,0.99507582,47
2003_2,2003_2_x3sikcgo,-0.409859034,270
2003_2,2003_2_bnpb3uz7,-0.012816994,177
2003_2,2003_2_nk2xsylm,-0.158931507,211
2003_2,2003_2_ro3mo62y,-0.302928159,238
2003_2,2003_2_3yhkb5gj,0.793765901,70
2003_2,2003_2_2rhpu7qi,-0.146369649,207
2003_2,2003_2_6h180zw7,-0.564121787,295
2003_2,2003_2_56wjslaz,2.296138069,12
2003_2,2003_2_95x5r2hd,-0.393388497,265
2003_2,2003_2_l4cvirs6,-0.606100417,302
2003_2,2003_2_7k4p76it,-1.151608145,343
2003_2,2003_2_kv65cmlf,-0.090173672,198
2003_2,2003_2_dzk972u8,0.445632935,108
2003_2,2003_2_ygt7coxt,-1.456936507,354
2003_2,2003_2_kurj3h0h,0.299835556,126
2003_2,2003_2_anz15koe,-1.433123349,352
2003_2,2003_2_67xykb5s,0.180147392,142
2003_2,2003_2_bzcn493m,0.484105156,102
2003_2,2003_2_ids5bhu1,0.556463844,94
2003_2,2003_2_i9p8cpk0,-0.328606587,248
2003_2,2003_2_vkt7mx0l,-0.110127683,200
2003_2,2003_2_ijveu0ff,-2.321732371,370
2003_2,2003_2_slnucd47,-0.701551599,317
2003_2,2003_2_1amoyw6j,-0.180706298,218
2003_2,2003_2_ju57u0mw,-0.128782604,204
2003_2,2003_2_a8q08x48,-0.913923151,333
2003_2,2003_2_dhhpv6xk,-1.417942177,349
2003_2,2003_2_kumsp8by,-0.605155984,301
2003_2,2003_2_9icznhqq,-0.076521723,189
2003_2,2003_2_c44adob7,0.469028213,106
2003_2,2003_2_s7b2dt3n,-0.368819494,258
2003_2,2003_2_vm3yaxnd,4.966837099,2
2003_2,2003_2_fp11wkie,0.321681195,122
2003_2,2003_2_o1scy4px,-0.115312457,203
2003_2,2003_2_ycdumua2,0.310041195,123
2003_2,2003_2_xihe9svm,-0.380844171,261
2003_2,2003_2_fcncutw9,-1.334279834,347
2003_2,2003_2_9glum4hd,0.900367576,57
2003_2,2003_2_vusg9toi,-0.013030257,178
2003_2,2003_2_puhcg41s,-1.418524747,350
2003_2,2003_2_wya2iekn,0.934564691,52
2003_2,2003_2_7p6shmfk,0.549287895,95
2003_2,2003_2_fl2bd0qr,-0.401158904,268
2003_2,2003_2_po7kxy9e,-1.839673841,365
2003_2,2003_2_75tejzqb,0.008642166,171
2003_2,2003_2_7xh1252s,-0.625112157,303
2003_2,2003_2_gal55eoa,0.214226409,134
2003_2,2003_2_ez576plx,-1.064065102,339
2003_2,2003_2_32op6zch,-0.205608885,223
2003_2,2003_2_c8eqyk51,0.189116983,140
2003_2,2003_2_vve00i8f,-0.516532937,289
2003_2,2003_2_rtzqprvg,-1.517129182,355
2003_2,2003_2_imetjqt8,0.288775965,128
2003_2,2003_2_6gpnng9k,-0.557247901,293
2003_2,2003_2_6qmbwwri,-0.249467735,231
2003_2,2003_2_5o1s8eu3,0.703354916,77
2003_2,2003_2_m58ch091,1.301835662,28
2003_2,2003_2_n7hzy6x3,0.476706638,104
2003_2,2003_2_x2w7c2pg,2.858838438,9
2003_2,2003_2_slbfp9ah,-0.669573931,312
2003_2,2003_2_d2qfcfg8,-0.191583367,221
2003_2,2003_2_541x6ras,-3.29387597,373
2003_2,2003_2_6ll1i1b5,1.97438354,14
2003_2,2003_2_nwt9rp4v,-0.159855526,212
2003_2,2003_2_tie25ip7,1.054630748,43
2003_2,2003_2_5kr73vg4,-0.207937906,224
2003_2,2003_2_ul6d0jk1,-0.287675839,236
2003_2,2003_2_1moeaws1,-0.304052593,240
2003_2,2003_2_4q4r1jgu,0.604630761,87
2003_2,2003_2_1vukqjr2,0.009886139,169
2003_2,2003_2_mquirqid,0.009418065,170
2003_2,2003_2_w3jqdq0q,0.423594027,110
2003_2,2003_2_enyadu41,-0.312707633,242
2003_2,2003_2_f6byoehf,0.480707599,103
2003_2,2003_2_miu8k5ds,3.020812878,7
2003_2,2003_2_jxvbaki7,-0.394521877,267
2003_2,2003_2_h8qclmtd,-1.702033348,362
2003_2,2003_2_yb2q5uqv,1.24281323,31
2003_2,2003_2_dxh2rmlv,1.117382879,37
2003_2,2003_2_e3rwujif,-0.045592658,181
2003_2,2003_2_34csmrre,-0.353062535,255
2003_2,2003_2_wim3jbeu,-0.807852232,325
2003_2,2003_2_6ifmkpwy,0.067504229,159
2003_2,2003_2_r1fptk2e,-0.664141911,310
2003_2,2003_2_g77hfig3,-0.639495575,307
2003_2,2003_2_ebd3bjfq,-0.849615077,328
2003_2,2003_2_unfft3ft,-0.082897516,191
2003_2,2003_2_59ed1rhz,-0.0829333,192
2003_2,2003_2_00zw5u0f,0.527994026,96
2003_2,2003_2_eczdom1p,0.625525843,84
2003_2,2003_2_wyojhzp3,-0.162341251,215
2003_2,2003_2_6lj3f6j1,-0.020038754,179
2003_2,2003_2_kjp9rgpb,-0.965918473,334
2003_2,2003_2_l1k3yme4,-0.233556233,229
2003_2,2003_2_pv38kgsi,1.055540358,42
2003_2,2003_2_yyqi4cj8,-0.162484447,216
2003_2,2003_2_zimhmmcn,1.895548912,16
2003_2,2003_2_rse1qk16,0.266537423,130
2003_2,2003_2_cuu2xbcv,0.18671003,141
2003_2,2003_2_ax87x7ww,-2.233950248,368
2003_2,2003_2_fqhv0f9t,-0.087479666,195
2003_2,2003_2_3yb4rq97,0.691261192,78
2003_2,2003_2_l7uej6kd,-0.086898477,194
2003_2,2003_2_2xw3zr0g,-0.325098796,246
2003_2,2003_2_gctrhwko,0.142765262,149
2003_2,2003_2_4k1vxhu5,0.933325761,53
2003_2,2003_2_wzkmkimk,-0.253097948,232
2003_2,2003_2_l3v13b57,0.81920753,66
2003_2,2003_2_i5geg37x,0.04121099,165
2003_2,2003_2_rx8cxx5a,-0.329390352,249
2003_2,2003_2_ohzvobsq,-0.714525753,318
2003_2,2003_2_jv9abe4n,-0.901155535,331
2003_2,2003_2_v92nyjyc,-0.08876867,196
2003_2,2003_2_chvgmxa7,-0.517005334,290
2003_2,2003_2_b7jmg87z,0.990233095,48
2003_2,2003_2_6yzj9k86,0.041520197,164
2003_2,2003_2_4ku3twjz,-0.278035599,235
2003_2,2003_2_66lxnull,0.019643037,167
2003_2,2003_2_iy8dyfq7,-1.710984326,363
2003_2,2003_2_55azaggk,0.795578876,68
2003_2,2003_2_hgjcmawl,0.848239804,64
2003_2,2003_2_9iupz2hp,-0.130870383,206
2003_2,2003_2_wd5ffn59,0.418825872,111
2003_2,2003_2_dl5f8e39,0.490128092,101
2003_2,2003_2_cqzs56wa,0.860475344,61
2003_2,2003_2_reqrbdby,0.601338334,89
2003_2,2003_2_znbluxc8,0.766225927,72
2004_1,2004_1_nxuxo1k2,0.364120276,116
2004_1,2004_1_p5bt9qq3,-0.082405974,206
2004_1,2004_1_axsk06tw,0.348125471,124
2004_1,2004_1_2ptoa5sa,1.578969361,19
2004_1,2004_1_63v2rgse,-0.370517334,246
2004_1,2004_1_t6l4kmm1,-0.900011107,316
2004_1,2004_1_aibcuz4o,-0.28377515,230
2004_1,2004_1_djt83qq2,-1.098211453,336
2004_1,2004_1_71vjnxio,0.737384775,64
2004_1,2004_1_u75liypo,0.283612007,138
2004_1,2004_1_qvrn5116,0.582789736,77
2004_1,2004_1_pnh41cpv,-0.458289309,256
2004_1,2004_1_xhvcyzk1,-0.219929342,220
2004_1,2004_1_30rdhu91,-0.015364832,196
2004_1,2004_1_czann29j,0.234010714,149
2004_1,2004_1_43jofnp1,0.346571414,125
2004_1,2004_1_lypwwug8,0.247854668,146
2004_1,2004_1_xgh41d8r,1.68954711,14
2004_1,2004_1_cjfqs17j,-0.581997168,280
2004_1,2004_1_a89j85cc,-0.308715305,234
2004_1,2004_1_9hzpi0vs,0.449776444,103
2004_1,2004_1_f01rdpct,0.466351629,95
2004_1,2004_1_5p67wee5,-0.479725171,264
2004_1,2004_1_622cgbjr,0.622281148,73
2004_1,2004_1_ivwowi8a,0.45212885,101
2004_1,2004_1_5puagxg5,-0.52705396,272
2004_1,2004_1_j9zh2t2m,-0.995800668,326
2004_1,2004_1_zevrw3pa,0.109995449,174
2004_1,2004_1_izi5agro,1.759462761,11
2004_1,2004_1_qrfckdk8,-0.556923492,275
2004_1,2004_1_hm7sdo72,-1.293480343,344
2004_1,2004_1_av2sbwh6,-1.987254411,362
2004_1,2004_1_1zwgmt5t,0.547687467,84
2004_1,2004_1_g22ybwa4,0.362754688,117
2004_1,2004_1_m69iemm6,-0.892997585,315
2004_1,2004_1_djvnza41,-0.15700093,212
2004_1,2004_1_dttv7bec,-0.565212776,277
2004_1,2004_1_2wp93jrj,-0.526409481,270
2004_1,2004_1_f02mqhs3,0.805070285,59
2004_1,2004_1_wmlybqia,-1.257739473,343
2004_1,2004_1_qe571vhn,0.125538847,171
2004_1,2004_1_swr2kvon,2.6356228,7
2004_1,2004_1_hzshcz06,0.967896109,51
2004_1,2004_1_u64ptlyj,1.580473071,18
2004_1,2004_1_p5maony6,0.000476602,194
2004_1,2004_1_qauwkr8s,-1.228740815,342
2004_1,2004_1_1g6xz6qn,-0.184561308,216
2004_1,2004_1_a8kayif7,0.616878849,74
2004_1,2004_1_tliv7l7h,0.235096674,148
2004_1,2004_1_grhzz640,0.87826206,57
2004_1,2004_1_bhjzkqby,0.798034749,61
2004_1,2004_1_2hg5i3if,-1.487128694,353
2004_1,2004_1_nv1bpnq4,0.349582937,123
2004_1,2004_1_b637hery,-0.116683335,209
2004_1,2004_1_hodqjytp,0.292192396,132
2004_1,2004_1_gyupnebs,-0.304071099,232
2004_1,2004_1_rik1vtan,-0.532493353,273
2004_1,2004_1_4oj3ov42,-1.889942843,361
2004_1,2004_1_g9687qon,0.384346194,112
2004_1,2004_1_6cvryecg,-0.860698573,309
2004_1,2004_1_vsrd8z6l,-0.339817237,240
2004_1,2004_1_rf17sawt,-0.349778517,242
2004_1,2004_1_ieg9y5km,-0.95811749,322
2004_1,2004_1_d4d7c1yk,0.132458828,168
2004_1,2004_1_bu715o1s,-0.002682248,195
2004_1,2004_1_9eslfvw0,0.424191145,107
2004_1,2004_1_30vkefop,-0.071966839,203
2004_1,2004_1_b3xpm9yx,2.405350228,9
2004_1,2004_1_tu36bfsw,0.094570379,176
2004_1,2004_1_qit7ltvr,0.007183771,192
2004_1,2004_1_sc88sx80,-0.274151663,227
2004_1,2004_1_031lpqyj,-2.055886429,365
2004_1,2004_1_0cio65fy,-0.824089822,307
2004_1,2004_1_432c5m3g,0.092223906,178
2004_1,2004_1_ljujzds8,-0.024659841,199
2004_1,2004_1_bumt63yu,0.146673622,163
2004_1,2004_1_ztn28l0m,-1.580957815,355
2004_1,2004_1_aoqcqz58,-0.2262736,221
2004_1,2004_1_9cbuqzy9,0.337205763,128
2004_1,2004_1_6mls6s76,1.347156483,28
2004_1,2004_1_2n28w14l,0.289387752,134
2004_1,2004_1_m81itvi7,1.061038056,46
2004_1,2004_1_7dwwvv7s,0.238597364,147
2004_1,2004_1_36pyuryf,-0.196609948,217
2004_1,2004_1_hz1p3axd,-1.085741736,335
2004_1,2004_1_q08fa0il,1.757980178,12
2004_1,2004_1_cur7d3ds,-0.876843754,313
2004_1,2004_1_16p75pic,-0.158623023,213
2004_1,2004_1_dhyatyrc,1.462915179,23
2004_1,2004_1_aukj9xcr,-1.051192011,333
2004_1,2004_1_q92gnxhh,0.531558477,88
2004_1,2004_1_2hbi4bnk,0.696056519,67
2004_1,2004_1_qg8cat23,1.260399716,35
2004_1,2004_1_x7e8i245,0.497752984,90
2004_1,2004_1_kzfg734h,0.049339597,187
2004_1,2004_1_dhyie0gk,-0.684159099,292
2004_1,2004_1_x15fs7yi,-0.067587012,202
2004_1,2004_1_spjjopye,0.217315151,153
2004_1,2004_1_uvrcyrqk,-0.477458267,263
2004_1,2004_1_zuktfqmn,0.532222086,87
2004_1,2004_1_5adde87s,0.143860384,166
2004_1,2004_1_8b22fwsm,0.663214721,72
2004_1,2004_1_dsz4t1xr,1.412303225,26
2004_1,2004_1_p0tls1cz,-0.083187245,207
2004_1,2004_1_0l0xo37b,0.0233849,190
2004_1,2004_1_rx2bdmns,0.571882005,80
2004_1,2004_1_gnkz40cn,-1.039810916,330
2004_1,2004_1_2c6xx7ur,-0.662053641,290
2004_1,2004_1_ndsapao3,-0.698531201,294
2004_1,2004_1_2kwfxt2u,-0.790120422,305
2004_1,2004_1_3t3i27lh,0.463282606,97
2004_1,2004_1_5fbaqtxk,-1.1340045,338
2004_1,2004_1_6s31lden,0.726137255,65
2004_1,2004_1_9edpwxz5,-0.659428817,289
2004_1,2004_1_35xcgf5x,4.726582908,2
2004_1,2004_1_vxh2s0d2,0.687552095,68
2004_1,2004_1_qs9hqulj,0.948574446,52
2004_1,2004_1_hm212f9d,-0.38344977,247
2004_1,2004_1_vgrrm5ve,-1.223571845,340
2004_1,2004_1_xonhmw09,0.419379707,108
2004_1,2004_1_fvw115nn,0.45101511,102
2004_1,2004_1_k5vbq9oe,-0.458730846,257
2004_1,2004_1_k2cgwmpi,-1.495721059,354
2004_1,2004_1_wn85d712,0.283777909,137
2004_1,2004_1_2113kj2e,1.304607305,31
2004_1,2004_1_9eobuijo,-0.581953862,279
2004_1,2004_1_cy4hg49b,0.320274266,130
2004_1,2004_1_g0jrlhqn,-0.327604635,237
2004_1,2004_1_8vu8x0l1,-0.86694929,312
2004_1,2004_1_txtmu7hj,-0.958741508,323
2004_1,2004_1_7qj7k2ew,-0.25907298,225
2004_1,2004_1_wfcv03w4,0.753975873,63
2004_1,2004_1_kecifu6b,0.012103611,191
2004_1,2004_1_9pnb85xz,0.108602747,175
2004_1,2004_1_yat8c5ju,0.57863614,78
2004_1,2004_1_obzasx7s,-0.236794023,222
2004_1,2004_1_yq4ubswz,-0.480624768,265
2004_1,2004_1_4tzhed2y,-1.620468245,356
2004_1,2004_1_7tew606d,-1.040819636,331
2004_1,2004_1_oo3prh48,0.116391275,172
2004_1,2004_1_lvb8itjl,-2.045288988,364
2004_1,2004_1_20o28vpl,0.318200046,131
2004_1,2004_1_wlut0dld,-1.790041217,359
2004_1,2004_1_338vceyi,0.358912269,120
2004_1,2004_1_q7q2022s,-2.097711781,367
2004_1,2004_1_h4kkiyrx,0.075203137,181
2004_1,2004_1_htm93e5z,-0.178263958,214
2004_1,2004_1_q2l1xspb,-0.887303405,314
2004_1,2004_1_9h581yoe,-0.699543858,295
2004_1,2004_1_enul6pnf,-1.729096423,358
2004_1,2004_1_9urswnor,-1.044192406,332
2004_1,2004_1_fen26s41,0.263864666,142
2004_1,2004_1_d5ewor26,0.454866124,100
2004_1,2004_1_n468d8z1,-1.349075238,347
2004_1,2004_1_o4shy760,-0.432085371,252
2004_1,2004_1_v1yoz884,1.485979454,22
2004_1,2004_1_s70vqioo,0.220137649,152
2004_1,2004_1_ehg6keef,-0.283672071,229
2004_1,2004_1_pj2jqch4,1.4018184,27
2004_1,2004_1_3f33190p,1.088639354,43
2004_1,2004_1_n8u81h81,0.543506645,85
2004_1,2004_1_4ddsundh,1.301642747,32
2004_1,2004_1_o6rm5iip,2.682559623,6
2004_1,2004_1_q3nqxhze,-0.560582155,276
2004_1,2004_1_xgwrpx65,-0.360329991,245
2004_1,2004_1_oeatvzbq,0.150042732,161
2004_1,2004_1_lclce1me,0.196550605,157
